vendor_id	pickup_datetime	dropoff_datetime	pickup_longitude	pickup_latitude	dropoff_longitude	dropoff_latitude	trip_duration	distance	id	HourType	Partition	$L-trip_duration
1	1/9/16 1:44	1/9/16 2:09	-73.939	40.694	-73.89	40.663	1463	3.331	id3296757	1	2_Testing	1277.095
1	6/4/16 23:59	6/5/16 0:21	-73.934	40.803	-73.992	40.743	1336	5.151	id0000278	23	1_Training	1069.833
1	2/11/16 19:11	2/11/16 19:21	-73.964	40.76	-73.949	40.726	599	2.478	id1490087	19	1_Training	536.543
1	3/15/16 14:27	3/15/16 15:02	-73.864	40.77	-73.999	40.732	2151	7.535	id2463978	14	1_Training	1562.335
1	1/16/16 0:35	1/16/16 0:40	-73.991	40.735	-73.997	40.725	286	0.771	id0104423	0	2_Testing	277.767
2	5/26/16 9:42	5/26/16 10:09	-73.987	40.732	-73.97	40.766	1604	2.509	id3519262	9	1_Training	1395.367
2	2/27/16 18:39	2/27/16 19:01	-73.966	40.763	-73.984	40.757	1308	1.014	id1134842	18	1_Training	1144.231
2	3/18/16 6:08	3/18/16 6:15	-73.956	40.783	-73.984	40.756	460	2.387	id1377509	6	2_Testing	387.001
2	1/17/16 0:44	1/17/16 0:57	-74.002	40.746	-73.976	40.755	781	1.496	id1549380	0	2_Testing	687.088
1	3/31/16 8:26	3/31/16 8:29	-73.955	40.773	-73.959	40.768	155	0.353	id2700311	8	2_Testing	173.152
2	1/1/16 13:56	1/1/16 14:02	-73.952	40.825	-73.943	40.837	353	0.956	id3142379	13	1_Training	347.983
2	2/18/16 15:00	2/18/16 15:08	-73.963	40.766	-73.954	40.766	451	0.508	id1408100	15	2_Testing	429.345
1	6/16/16 1:12	6/16/16 1:20	-74.008	40.722	-74.007	40.749	514	1.86	id0136410	1	1_Training	448.97
1	4/9/16 18:19	4/9/16 18:21	-73.947	40.772	-73.95	40.777	129	0.374	id1821233	18	2_Testing	121.655
1	1/11/16 22:58	1/11/16 23:27	-73.782	40.645	-73.995	40.736	1743	12.839	id0031578	22	1_Training	602.971
1	6/11/16 21:26	6/11/16 21:46	-74.014	40.713	-73.998	40.721	1197	1.011	id0352463	21	1_Training	1050.511
2	3/10/16 23:35	3/10/16 23:47	-74.005	40.738	-73.992	40.722	771	1.25	id1180974	23	1_Training	647.546
2	2/16/16 22:27	2/16/16 22:40	-73.981	40.759	-74.001	40.746	737	1.411	id3826698	22	1_Training	701.259
1	5/16/16 17:16	5/16/16 17:25	-73.943	40.791	-73.96	40.773	558	1.517	id3009519	17	2_Testing	500.417
1	2/24/16 21:36	2/24/16 21:50	-73.971	40.759	-73.987	40.759	842	0.872	id2215151	21	1_Training	745.514
1	2/24/16 19:41	2/24/16 19:44	-73.987	40.76	-73.995	40.761	195	0.412	id3056666	19	1_Training	191.162
1	2/28/16 1:35	2/28/16 1:44	-74.006	40.739	-74.016	40.708	547	2.175	id3361396	1	1_Training	488.257
1	6/3/16 21:59	6/3/16 22:59	-73.784	40.649	-73.987	40.759	3638	13.1	id1724084	21	1_Training	2112.659
1	1/5/16 8:41	1/5/16 8:52	-73.98	40.739	-73.998	40.732	664	1.041	id1159511	8	2_Testing	600.908
2	5/28/16 14:15	5/28/16 15:12	-73.791	40.644	-73.985	40.77	3460	13.399	id0056782	14	1_Training	1919.744
2	6/5/16 15:08	6/5/16 15:16	-73.982	40.758	-73.974	40.748	518	0.784	id3645857	15	2_Testing	438.845
2	1/6/16 14:36	1/6/16 14:47	-73.982	40.768	-73.966	40.79	662	1.698	id2643491	14	2_Testing	602.407
2	5/3/16 1:36	5/3/16 1:51	-74.003	40.75	-73.964	40.806	925	4.395	id2401523	1	1_Training	743.149
2	4/17/16 13:36	4/17/16 13:53	-73.994	40.751	-73.985	40.78	1022	2.013	id3957654	13	1_Training	899.156
1	6/23/16 20:07	6/23/16 20:10	-73.965	40.756	-73.965	40.754	156	0.155	id3007157	20	1_Training	175.213
1	6/4/16 19:08	6/4/16 19:13	-73.959	40.773	-73.948	40.771	295	0.567	id0245263	19	1_Training	285.068
2	5/14/16 6:53	5/14/16 6:56	-73.99	40.773	-73.983	40.768	166	0.492	id0537190	6	2_Testing	177.143
1	4/24/16 19:22	4/24/16 19:34	-73.995	40.732	-73.974	40.75	721	1.641	id3226782	19	1_Training	651.163
1	5/14/16 18:29	5/14/16 19:13	-73.971	40.756	-73.97	40.764	2597	0.618	id1606701	18	2_Testing	2239.925
2	1/10/16 16:00	1/10/16 16:05	-73.975	40.752	-73.988	40.737	322	1.238	id0154441	16	2_Testing	296.062
2	2/16/16 9:16	2/16/16 9:19	-73.946	40.778	-73.952	40.774	164	0.442	id3846944	9	1_Training	176.73
1	5/18/16 10:25	5/18/16 10:35	-74.003	40.739	-73.996	40.749	579	0.737	id1889534	10	1_Training	537.438
2	4/2/16 16:00	4/2/16 16:26	-74.001	40.731	-74.006	40.75	1556	1.329	id0018830	16	2_Testing	1355.181
1	1/17/16 0:25	1/17/16 0:28	-73.985	40.768	-73.984	40.775	199	0.473	id1812164	0	2_Testing	175.386
2	1/25/16 17:11	1/25/16 17:29	-73.958	40.78	-73.97	40.794	1133	1.175	id1098555	17	1_Training	951.772
2	3/4/16 20:20	3/4/16 20:25	-73.987	40.756	-74	40.761	313	0.758	id1473753	20	1_Training	295.076
2	1/3/16 9:39	1/3/16 9:43	-74.004	40.743	-73.998	40.738	238	0.473	id0536221	9	2_Testing	241.182
1	2/8/16 7:52	2/8/16 8:05	-73.999	40.761	-74.012	40.714	739	3.32	id3918943	7	1_Training	674.436
2	4/20/16 20:27	4/20/16 20:36	-73.993	40.763	-73.965	40.76	581	1.462	id2466028	20	2_Testing	492.542
2	3/27/16 16:25	3/27/16 16:34	-74.006	40.741	-73.992	40.73	526	0.995	id0270323	16	1_Training	492.497
2	4/23/16 23:18	4/23/16 23:21	-73.982	40.769	-73.982	40.777	210	0.561	id0685662	23	1_Training	191.717
2	2/19/16 18:45	2/19/16 18:48	-74.004	40.731	-74.009	40.729	166	0.322	id3605098	18	2_Testing	184.319
1	1/1/16 17:50	1/1/16 18:04	-74.008	40.74	-73.985	40.72	855	1.845	id2050280	17	2_Testing	749.19
2	5/28/16 12:35	5/28/16 12:44	-74	40.762	-73.993	40.758	524	0.465	id3595750	12	1_Training	485.541
1	4/9/16 13:16	4/9/16 13:25	-73.981	40.759	-73.974	40.78	575	1.463	id3267480	13	1_Training	496.876
2	5/30/16 18:44	5/30/16 19:06	-73.984	40.725	-74	40.763	1300	2.712	id3022896	18	1_Training	1148.281
1	3/11/16 14:37	3/11/16 14:55	-73.995	40.75	-73.988	40.776	1100	1.791	id1511841	14	1_Training	960.286
2	6/11/16 15:01	6/11/16 15:25	-74.01	40.74	-73.999	40.693	1413	3.276	id1122198	15	1_Training	1229.087
1	6/30/16 21:35	6/30/16 21:42	-73.982	40.772	-73.967	40.799	413	2	id1967843	21	1_Training	394.227
2	3/5/16 11:32	3/5/16 11:39	-74	40.721	-74.001	40.731	411	0.749	id2440071	11	2_Testing	392.671
1	6/26/16 6:35	6/26/16 6:48	-73.929	40.76	-73.986	40.748	794	3.094	id3525165	6	2_Testing	677.792
1	5/23/16 18:17	5/23/16 18:39	-73.982	40.732	-73.99	40.756	1308	1.755	id3589844	18	1_Training	1151.26
1	4/4/16 6:26	4/4/16 6:35	-74.004	40.738	-73.971	40.763	575	2.451	id0494376	6	1_Training	487.29
1	1/14/16 10:14	1/14/16 10:20	-73.948	40.775	-73.956	40.764	381	0.845	id3205200	10	1_Training	354.875
2	6/28/16 15:03	6/28/16 15:07	-73.986	40.755	-73.988	40.759	231	0.323	id1523979	15	2_Testing	236.497
2	5/4/16 9:26	5/4/16 9:31	-73.997	40.738	-73.991	40.74	299	0.344	id1662275	9	1_Training	285.637
1	4/16/16 23:51	4/16/16 23:56	-73.993	40.752	-73.992	40.764	298	0.863	id0522891	23	2_Testing	296.416
2	2/8/16 12:59	2/8/16 13:13	-73.949	40.772	-73.871	40.774	848	4.123	id0968241	12	1_Training	672.017
2	6/6/16 17:30	6/6/16 17:38	-74.006	40.742	-73.995	40.755	477	1.079	id2550877	17	1_Training	451.12
1	2/11/16 20:56	2/11/16 21:15	-73.968	40.755	-74.005	40.742	1134	2.144	id1870272	20	1_Training	1004.139
2	1/9/16 17:53	1/9/16 18:06	-73.966	40.759	-73.989	40.736	762	1.942	id2944940	17	2_Testing	702.962
1	2/8/16 7:56	2/8/16 8:02	-73.979	40.75	-73.988	40.744	325	0.635	id1483840	7	2_Testing	338.988
1	1/31/16 11:31	1/31/16 11:51	-73.984	40.738	-74.001	40.755	1158	1.503	id0873333	11	2_Testing	1053.563
2	4/30/16 15:00	4/30/16 15:15	-74.003	40.744	-73.989	40.729	900	1.261	id3588551	15	1_Training	797.51
1	4/14/16 17:45	4/14/16 17:58	-73.99	40.757	-73.978	40.754	793	0.649	id3593103	17	1_Training	691.739
2	2/3/16 19:14	2/3/16 19:42	-73.974	40.764	-74.005	40.742	1723	2.219	id3816688	19	1_Training	1459.056
2	4/7/16 7:28	4/7/16 7:59	-73.947	40.776	-73.784	40.644	1818	12.507	id0938207	7	1_Training	682.997
2	1/9/16 19:10	1/9/16 19:35	-73.988	40.733	-73.975	40.787	1469	3.804	id0086820	19	2_Testing	1274.049
1	6/7/16 9:20	6/7/16 9:39	-73.979	40.748	-73.981	40.762	1177	1.02	id0601543	9	2_Testing	998.276
2	3/26/16 11:15	3/26/16 12:43	-73.864	40.77	-73.983	40.76	5292	6.259	id1100079	11	1_Training	4309.508
2	2/19/16 21:24	2/19/16 21:37	-73.983	40.766	-73.954	40.78	764	1.792	id2373414	21	1_Training	691.745
2	3/9/16 22:14	3/9/16 22:22	-74.005	40.74	-73.993	40.743	439	0.702	id3499379	22	1_Training	440.424
2	2/10/16 7:41	2/10/16 7:56	-73.977	40.745	-73.862	40.768	933	6.215	id2866370	7	1_Training	642.402
1	6/6/16 9:19	6/6/16 9:45	-73.991	40.755	-73.975	40.761	1569	0.916	id1617503	9	1_Training	1345.126
2	6/13/16 10:35	6/13/16 10:42	-73.966	40.767	-73.956	40.78	417	1.005	id0349268	10	2_Testing	405.79
1	2/26/16 7:36	2/26/16 7:45	-73.945	40.778	-73.963	40.766	522	1.264	id3257854	7	2_Testing	499.236
1	3/1/16 17:30	3/1/16 18:19	-73.79	40.644	-73.987	40.739	2958	12.253	id3474654	17	2_Testing	1705.289
1	2/17/16 22:01	2/17/16 22:26	-73.864	40.77	-73.929	40.683	1486	6.884	id3451180	22	2_Testing	1078.143
1	4/7/16 10:20	4/7/16 10:36	-74.001	40.732	-73.987	40.74	968	0.91	id1390804	10	2_Testing	843.612
1	4/20/16 6:39	4/20/16 6:43	-73.971	40.752	-73.981	40.737	247	1.13	id0112920	6	1_Training	234.352
1	2/14/16 0:54	2/14/16 0:59	-73.975	40.752	-73.984	40.738	293	1.106	id1075340	0	2_Testing	281.638
1	5/17/16 20:44	5/17/16 20:48	-73.987	40.736	-73.979	40.744	209	0.72	id3392273	20	1_Training	238.899
1	6/30/16 17:37	6/30/16 17:45	-73.985	40.764	-73.989	40.779	437	1.05	id0568430	17	2_Testing	451.153
2	2/19/16 19:57	2/19/16 20:05	-73.973	40.758	-73.974	40.749	444	0.651	id0433889	19	2_Testing	440.827
1	3/25/16 8:15	3/25/16 8:24	-73.992	40.75	-73.978	40.755	575	0.787	id2055256	8	1_Training	487.92
1	4/2/16 6:22	4/2/16 6:33	-73.964	40.77	-73.996	40.737	648	2.84	id1656541	6	1_Training	576.497
2	5/25/16 17:42	5/25/16 17:49	-73.987	40.73	-73.98	40.727	421	0.397	id1254605	17	2_Testing	386.105
2	1/12/16 23:31	1/12/16 23:38	-73.99	40.759	-73.996	40.749	414	0.806	id2393020	23	1_Training	396.19
1	1/14/16 10:35	1/14/16 10:45	-73.959	40.766	-73.952	40.784	553	1.251	id3281845	10	1_Training	560.908
2	4/6/16 9:19	4/6/16 9:51	-73.864	40.77	-73.967	40.758	1924	5.471	id0316916	9	1_Training	1546.086
2	1/2/16 8:16	1/2/16 8:24	-73.974	40.742	-73.981	40.768	511	1.784	id2090983	8	2_Testing	449.322
2	4/25/16 0:58	4/25/16 1:13	-73.992	40.75	-73.955	40.734	925	2.202	id3703686	0	1_Training	781.974
2	2/7/16 1:25	2/7/16 1:39	-73.943	40.803	-73.893	40.868	866	5.209	id3221607	1	2_Testing	654.297
2	2/29/16 18:38	2/29/16 18:47	-73.969	40.757	-73.953	40.777	561	1.57	id2972636	18	1_Training	486.559
1	6/13/16 14:18	6/13/16 14:54	-73.79	40.647	-73.975	40.751	2132	12.036	id2814404	14	1_Training	1087.66
1	3/17/16 13:43	3/17/16 14:06	-73.996	40.76	-73.981	40.736	1340	1.811	id0060512	13	2_Testing	1196.923
1	4/30/16 12:40	4/30/16 12:45	-73.954	40.77	-73.964	40.777	302	0.684	id0371946	12	1_Training	282.87
1	6/29/16 9:59	6/29/16 10:09	-74.007	40.749	-74.007	40.726	593	1.593	id2638263	9	2_Testing	554.709
2	3/25/16 12:48	3/25/16 12:52	-73.982	40.775	-73.979	40.784	271	0.649	id0931188	12	2_Testing	235.619
1	3/2/16 18:48	3/2/16 18:54	-73.973	40.764	-73.961	40.768	360	0.743	id3678611	18	2_Testing	330.55
2	5/1/16 10:32	5/1/16 10:43	-73.995	40.69	-73.984	40.672	676	1.36	id0593447	10	2_Testing	593.208
2	5/4/16 13:31	5/4/16 13:41	-74.008	40.723	-73.999	40.723	589	0.501	id0220931	13	1_Training	536.265
1	5/16/16 9:16	5/16/16 9:23	-74.002	40.731	-73.992	40.743	422	0.996	id0151642	9	1_Training	398.338
2	5/11/16 13:37	5/11/16 13:41	-73.977	40.788	-73.981	40.781	223	0.559	id3078785	13	1_Training	238.911
2	5/23/16 10:35	5/23/16 11:05	-73.994	40.751	-73.971	40.764	1817	1.458	id1377960	10	1_Training	1556.892
1	2/27/16 2:02	2/27/16 2:15	-73.99	40.73	-73.989	40.764	769	2.386	id2317916	2	1_Training	685.627
2	1/22/16 20:23	1/22/16 20:28	-73.994	40.727	-74.004	40.728	348	0.519	id0518009	20	1_Training	291.612
2	4/16/16 17:39	4/16/16 17:54	-73.987	40.777	-73.957	40.771	909	1.613	id1650615	17	1_Training	797.159
2	2/13/16 14:08	2/13/16 14:19	-73.974	40.763	-73.981	40.764	638	0.405	id0958106	14	2_Testing	594.076
2	4/4/16 11:36	4/4/16 11:55	-74.007	40.728	-73.985	40.753	1130	2.1	id0607133	11	2_Testing	996.567
2	1/9/16 13:24	1/9/16 13:38	-73.979	40.73	-73.994	40.749	802	1.543	id2089290	13	1_Training	752.557
1	6/14/16 12:48	6/14/16 12:56	-73.988	40.744	-73.993	40.75	521	0.495	id0938642	12	1_Training	437.043
1	6/29/16 6:25	6/29/16 6:36	-73.99	40.756	-73.978	40.739	641	1.381	id0412781	6	1_Training	588.267
1	4/8/16 23:32	4/8/16 23:54	-73.988	40.745	-73.958	40.801	1341	4.18	id0047371	23	1_Training	1107.783
1	1/19/16 6:44	1/19/16 6:58	-73.963	40.759	-73.981	40.752	823	1.082	id3882470	6	2_Testing	738.97
2	6/24/16 19:03	6/24/16 19:30	-73.992	40.733	-73.976	40.687	1668	3.315	id1536710	19	1_Training	1374.3
2	4/10/16 9:40	4/10/16 9:44	-74.002	40.746	-73.998	40.738	192	0.579	id0090788	9	1_Training	241.258
1	1/28/16 10:20	1/28/16 11:03	-73.978	40.685	-73.998	40.746	2556	4.36	id3834730	10	2_Testing	2161.841
1	6/14/16 17:26	6/14/16 17:40	-73.97	40.787	-73.956	40.788	874	0.755	id1959440	17	2_Testing	742.848
1	4/3/16 11:31	4/3/16 11:35	-73.992	40.69	-73.997	40.681	196	0.68	id1423336	11	1_Training	236.775
2	1/2/16 11:50	1/2/16 11:56	-73.961	40.774	-73.975	40.758	375	1.31	id0153779	11	1_Training	341.845
1	1/22/16 20:09	1/22/16 20:25	-73.967	40.76	-73.944	40.717	990	3.243	id0184348	20	1_Training	817.583
1	1/22/16 17:59	1/22/16 18:02	-73.962	40.776	-73.969	40.785	186	0.701	id2159710	17	2_Testing	192.33
2	3/26/16 15:50	3/26/16 15:58	-73.977	40.759	-73.987	40.745	456	1.11	id3071912	15	1_Training	446.485
1	4/11/16 7:58	4/11/16 8:06	-73.994	40.751	-73.982	40.743	492	0.854	id0035867	7	1_Training	440.797
1	3/12/16 4:13	3/12/16 4:29	-73.978	40.746	-73.848	40.713	952	7.141	id3158932	4	2_Testing	619.954
1	4/22/16 20:53	4/22/16 20:59	-73.91	40.874	-73.919	40.865	392	0.825	id0466100	20	2_Testing	350.999
2	1/7/16 23:05	1/7/16 23:16	-73.988	40.76	-73.966	40.793	632	2.569	id3167590	23	2_Testing	597.859
2	3/15/16 17:51	3/16/16 17:18	-73.966	40.766	-73.973	40.753	84392	0.93	id3617210	17	2_Testing	70699.316
2	4/15/16 17:24	4/15/16 17:46	-73.964	40.771	-73.986	40.753	1355	1.677	id1642836	17	2_Testing	1155.286
1	3/17/16 23:07	3/17/16 23:15	-73.982	40.771	-73.991	40.75	503	1.562	id2308894	23	1_Training	451.519
1	4/1/16 11:32	4/1/16 12:14	-74.008	40.708	-73.95	40.831	2500	9.004	id0222174	11	2_Testing	1737.506
2	4/8/16 18:14	4/8/16 18:35	-74.012	40.707	-73.978	40.734	1260	2.604	id3357785	18	1_Training	1091.737
2	5/19/16 22:54	5/19/16 23:23	-74.005	40.707	-73.946	40.708	1744	3.068	id1078997	22	2_Testing	1478.612
2	2/5/16 13:58	2/5/16 14:05	-74.005	40.748	-74.004	40.742	399	0.391	id2180603	13	1_Training	384.437
2	1/9/16 11:55	1/9/16 12:00	-73.999	40.734	-73.992	40.749	297	1.094	id0632434	11	2_Testing	294.315
1	4/14/16 2:03	4/14/16 2:07	-74	40.728	-74	40.721	250	0.538	id0561441	2	1_Training	217.877
2	5/25/16 20:34	5/25/16 20:43	-74.016	40.711	-73.985	40.71	533	1.633	id0073002	20	2_Testing	496.549
1	6/17/16 19:01	6/17/16 19:05	-74.001	40.661	-74.001	40.661	211	0	id0312319	19	1_Training	237.128
2	4/13/16 0:21	4/13/16 0:29	-74.003	40.727	-73.992	40.754	424	1.947	id2551387	0	2_Testing	437.612
1	6/3/16 19:04	6/3/16 19:27	-73.981	40.765	-74.002	40.719	1420	3.392	id2598029	19	2_Testing	1183.675
1	2/27/16 10:52	2/27/16 10:59	-73.991	40.739	-74.002	40.729	404	0.916	id0928604	10	1_Training	385.289
2	4/30/16 8:14	4/30/16 8:21	-73.938	40.805	-73.943	40.817	379	0.856	id2936840	8	1_Training	379.725
2	2/22/16 6:46	2/22/16 6:48	-73.994	40.756	-73.998	40.752	70	0.394	id2529926	6	1_Training	121.499
2	1/12/16 21:46	1/12/16 21:54	-73.969	40.755	-73.99	40.745	500	1.31	id1281353	21	1_Training	449.045
1	1/16/16 18:18	1/16/16 18:25	-73.963	40.757	-73.952	40.777	381	1.497	id0685452	18	2_Testing	386.791
1	3/7/16 19:59	3/7/16 20:04	-73.956	40.804	-73.961	40.807	307	0.33	id3430071	19	1_Training	287.135
1	2/29/16 0:11	2/29/16 0:28	-73.998	40.762	-73.985	40.724	1022	2.682	id1729686	0	2_Testing	875.933
2	6/29/16 17:49	6/29/16 18:04	-73.975	40.755	-73.984	40.77	910	1.142	id3347892	17	2_Testing	802.844
1	4/18/16 14:07	4/18/16 14:18	-74.001	40.742	-73.996	40.733	635	0.662	id1066947	14	2_Testing	600.391
2	4/17/16 13:50	4/17/16 14:03	-74.003	40.761	-73.986	40.768	798	1.025	id0905405	13	2_Testing	694.485
2	1/16/16 23:31	1/16/16 23:38	-74.003	40.735	-74.007	40.726	405	0.686	id0942827	23	1_Training	393.06
2	6/21/16 21:38	6/21/16 21:50	-74.005	40.707	-73.99	40.729	727	1.701	id1143761	21	1_Training	653.895
2	1/22/16 13:42	1/22/16 13:43	-73.97	40.794	-73.97	40.79	103	0.295	id0729761	13	1_Training	83.842
1	2/28/16 18:46	2/28/16 18:54	-73.993	40.742	-73.991	40.766	479	1.659	id1811517	18	1_Training	447.26
1	5/15/16 0:01	5/15/16 0:10	-73.976	40.759	-73.988	40.744	510	1.22	id2390403	0	1_Training	483.823
1	2/19/16 12:21	2/19/16 12:24	-73.952	40.771	-73.952	40.771	166	0	id3576039	12	2_Testing	165.09
1	6/17/16 0:09	6/17/16 0:29	-74.007	40.743	-73.96	40.76	1186	2.744	id2177858	0	2_Testing	1030.147
2	5/30/16 16:57	5/30/16 17:00	-73.964	40.767	-73.975	40.752	237	1.204	id0497796	16	2_Testing	194.374
1	5/15/16 12:55	5/15/16 13:06	-73.994	40.733	-73.991	40.754	656	1.465	id1331811	12	1_Training	598.663
2	5/8/16 0:47	5/8/16 1:10	-73.992	40.729	-73.976	40.791	1351	4.362	id3040072	0	1_Training	1138.616
2	4/11/16 23:48	4/12/16 0:04	-73.985	40.732	-73.999	40.761	976	2.163	id2611582	23	1_Training	855.218
2	3/19/16 3:42	3/19/16 3:57	-73.954	40.72	-73.951	40.665	905	3.755	id0332769	3	1_Training	746.855
1	2/8/16 8:44	2/8/16 8:51	-73.971	40.764	-73.953	40.788	429	1.903	id0422205	8	2_Testing	385.279
2	4/11/16 21:23	4/11/16 21:32	-73.996	40.722	-73.987	40.731	520	0.778	id2719964	21	1_Training	492.305
1	3/19/16 15:42	3/19/16 15:59	-73.979	40.777	-73.964	40.76	1041	1.385	id3461855	15	1_Training	894.14
1	2/20/16 10:06	2/20/16 10:08	-73.953	40.778	-73.95	40.784	166	0.452	id0868717	10	1_Training	149.366
2	6/20/16 19:01	6/20/16 19:03	-74.01	40.711	-74.014	40.702	156	0.628	id0872443	19	1_Training	146.92
1	6/2/16 13:35	6/2/16 13:51	-73.974	40.756	-73.957	40.774	961	1.521	id1600361	13	2_Testing	847.608
1	4/5/16 7:49	4/5/16 7:54	-73.965	40.791	-73.961	40.802	317	0.786	id2512866	7	1_Training	293.572
2	2/28/16 15:25	2/28/16 15:28	-74.01	40.715	-74.016	40.716	167	0.331	id1656291	15	2_Testing	194.145
2	5/10/16 10:01	5/10/16 10:43	-73.96	40.777	-74.017	40.678	2488	7.44	id3058263	10	2_Testing	1880.857
2	6/26/16 5:50	6/26/16 6:04	-73.952	40.773	-73.902	40.869	856	7.137	id1425055	5	1_Training	507.374
2	3/26/16 11:15	3/26/16 11:30	-73.988	40.743	-73.996	40.764	941	1.506	id3449676	11	2_Testing	799.908
1	5/13/16 15:06	5/13/16 15:29	-73.978	40.789	-73.951	40.791	1369	1.396	id3183913	15	1_Training	1193.027
2	4/1/16 11:19	4/1/16 11:23	-73.993	40.752	-74.002	40.756	253	0.522	id3650432	11	1_Training	237.653
2	4/19/16 10:24	4/19/16 10:34	-73.992	40.713	-73.99	40.719	617	0.445	id2169826	10	1_Training	534.81
1	5/1/16 14:11	5/1/16 14:18	-74.007	40.738	-73.991	40.733	413	0.877	id0722825	14	2_Testing	400.965
1	4/1/16 15:27	4/1/16 15:34	-73.956	40.78	-73.946	40.792	455	1.01	id0950232	15	2_Testing	384.733
1	6/12/16 6:45	6/12/16 6:49	-73.973	40.786	-73.964	40.802	228	1.174	id1406586	6	2_Testing	241.817
2	2/26/16 16:11	2/26/16 16:35	-73.98	40.781	-73.995	40.746	1416	2.533	id1999683	16	1_Training	1247.834
2	6/18/16 2:51	6/18/16 2:52	-73.987	40.734	-73.983	40.739	61	0.411	id1828248	2	1_Training	73.24
2	1/27/16 19:37	1/27/16 19:45	-73.961	40.778	-73.969	40.766	518	0.871	id1339103	19	1_Training	445.665
2	2/6/16 16:41	2/6/16 16:53	-73.967	40.794	-73.946	40.817	741	1.903	id1680717	16	1_Training	646.105
2	5/2/16 22:30	5/2/16 22:38	-73.985	40.754	-73.99	40.734	517	1.407	id1989625	22	2_Testing	445.563
1	5/16/16 22:58	5/16/16 23:10	-73.972	40.75	-74.005	40.74	726	1.868	id0980565	22	2_Testing	652.341
2	2/3/16 23:14	2/3/16 23:18	-73.995	40.726	-73.987	40.739	254	1.026	id0437910	23	1_Training	248.965
1	1/9/16 19:16	1/9/16 19:22	-73.986	40.722	-73.999	40.725	369	0.65	id0089780	19	2_Testing	347.639
1	5/2/16 9:27	5/2/16 9:37	-73.983	40.693	-74.001	40.718	600	1.976	id2428327	9	1_Training	561.475
2	3/20/16 18:20	3/20/16 18:24	-73.981	40.741	-73.976	40.752	191	0.763	id1607185	18	2_Testing	234.417
1	6/4/16 23:15	6/4/16 23:21	-73.993	40.737	-74.003	40.731	355	0.696	id0571749	23	1_Training	343.276
2	1/10/16 11:50	1/10/16 11:59	-73.968	40.766	-73.982	40.773	547	0.901	id3748936	11	1_Training	491.327
2	3/10/16 7:35	3/10/16 7:46	-73.981	40.764	-73.987	40.739	670	1.727	id0517660	7	1_Training	597.213
2	5/27/16 18:06	5/27/16 18:22	-73.974	40.756	-73.983	40.724	971	2.279	id2748596	18	2_Testing	839.471
2	1/30/16 1:54	1/30/16 2:25	-74.001	40.741	-73.941	40.824	1852	6.496	id3885998	1	1_Training	1427.079
1	6/30/16 16:45	6/30/16 16:46	-73.955	40.774	-73.96	40.77	97	0.371	id3381530	16	2_Testing	82.655
2	6/15/16 11:43	6/15/16 12:10	-73.979	40.762	-73.992	40.749	1624	1.115	id3126075	11	1_Training	1397.884
2	2/9/16 15:15	2/9/16 15:38	-73.996	40.724	-73.969	40.757	1353	2.698	id0301478	15	1_Training	1192.742
2	3/6/16 1:30	3/6/16 1:36	-73.991	40.719	-73.988	40.735	389	1.081	id0179840	1	1_Training	344.887
1	6/3/16 19:58	6/3/16 20:12	-73.981	40.75	-73.952	40.773	851	2.19	id2746629	19	2_Testing	745.171
1	4/14/16 23:49	4/15/16 0:13	-73.995	40.726	-73.957	40.775	1456	3.928	id3230239	23	2_Testing	1219.487
2	3/7/16 18:48	3/7/16 18:54	-73.971	40.752	-73.981	40.754	335	0.559	id2330109	18	1_Training	333.201
2	5/7/16 19:36	5/7/16 19:45	-73.974	40.764	-73.957	40.771	518	0.97	id2889160	19	1_Training	492.531
1	3/5/16 10:39	3/5/16 10:45	-73.998	40.746	-73.984	40.74	358	0.832	id1535597	10	1_Training	340.225
2	3/31/16 9:03	3/31/16 9:09	-73.962	40.76	-73.955	40.765	331	0.542	id3375309	9	2_Testing	328.207
1	6/15/16 22:19	6/15/16 22:23	-73.996	40.754	-74.002	40.74	254	1.039	id3842409	22	1_Training	245.786
1	2/21/16 11:56	2/21/16 12:18	-73.979	40.785	-73.976	40.753	1353	2.25	id3957326	11	1_Training	1142.714
2	1/10/16 0:11	1/10/16 0:20	-73.968	40.755	-73.988	40.748	531	1.141	id1497149	0	2_Testing	485.337
1	1/4/16 17:52	1/4/16 17:56	-73.953	40.787	-73.96	40.777	221	0.792	id2858240	17	2_Testing	243.587
1	6/29/16 10:20	6/29/16 10:42	-73.952	40.766	-73.981	40.783	1285	1.859	id3077752	10	1_Training	1155.942
2	6/1/16 6:40	6/1/16 6:47	-73.95	40.785	-73.953	40.788	371	0.258	id1535226	6	2_Testing	381.591
1	6/8/16 11:18	6/8/16 11:29	-73.99	40.721	-74.007	40.72	701	0.882	id2364080	11	2_Testing	596.299
2	5/12/16 7:36	5/12/16 7:51	-73.962	40.768	-73.985	40.742	945	2.218	id2662385	7	2_Testing	797.371
2	2/25/16 13:34	2/25/16 13:47	-73.982	40.775	-73.999	40.752	782	1.828	id0673293	13	1_Training	699.702
2	4/20/16 17:44	4/20/16 17:48	-73.984	40.746	-73.992	40.75	281	0.482	id0571954	17	2_Testing	240.853
2	4/14/16 15:36	4/14/16 15:52	-73.974	40.758	-73.985	40.736	961	1.643	id0034996	15	1_Training	849.365
